gene,variable,value
LINC01597,arch_3,-0.024269274
FAM242A,arch_3,-0.03380043
DEFB124,arch_3,-0.035807148
REM1,arch_3,-0.06502127
LINC00028,arch_3,-0.018677674
HM13,arch_3,0.048814483
HM13-AS1,arch_3,0.010820278
ID1,arch_3,-0.026923142
COX4I2,arch_3,-0.018678462
BCL2L1,arch_3,0.06854604
AL117381.1,arch_3,0.11261112
TPX2,arch_3,-0.022920439
FOXS1,arch_3,-0.04354551
DUSP15,arch_3,-0.02395552
TTLL9,arch_3,-0.020316366
PDRG1,arch_3,0.0027877267
AL031658.1,arch_3,-0.020157684
CCM2L,arch_3,-0.023261549
HCK,arch_3,-0.026274258
TM9SF4,arch_3,0.028621033
PLAGL2,arch_3,0.013980291
POFUT1,arch_3,0.017241832
KIF3B,arch_3,0.010609732
ASXL1,arch_3,0.050368994
NOL4L,arch_3,-0.041047674
NOL4L-DT,arch_3,-0.018713957
C20orf203,arch_3,-0.030570516
COMMD7,arch_3,-0.008428265
DNMT3B,arch_3,-0.034219656
MAPRE1,arch_3,0.009431359
AL035071.2,arch_3,0.03733155
AL035071.1,arch_3,-0.0049167117
EFCAB8,arch_3,-0.015440953
CDK5RAP1,arch_3,0.023808455
SNTA1,arch_3,0.044599455
CBFA2T2,arch_3,-0.11347345
NECAB3,arch_3,0.04590515
C20orf144,arch_3,-0.014665619
E2F1,arch_3,-0.02089178
PXMP4,arch_3,-0.030688424
ZNF341,arch_3,-0.01640934
ZNF341-AS1,arch_3,0.009925349
CHMP4B,arch_3,0.05603877
RALY-AS1,arch_3,-0.0131620625
RALY,arch_3,-0.002189503
AL031668.1,arch_3,-0.01028091
EIF2S2,arch_3,0.09023503
AL031668.2,arch_3,-0.012250408
ASIP,arch_3,0.017342316
AL035458.2,arch_3,0.021202136
AHCY,arch_3,0.004218289
ITCH,arch_3,0.021737294
ITCH-AS1,arch_3,-0.0087103415
DYNLRB1,arch_3,-0.0124614015
MAP1LC3A,arch_3,0.14055537
PIGU,arch_3,-0.03074598
NCOA6,arch_3,0.028549576
TP53INP2,arch_3,0.044360433
AL109824.1,arch_3,0.07210023
GGT7,arch_3,0.023535078
ACSS2,arch_3,0.052372426
GSS,arch_3,0.0027381997
MYH7B,arch_3,-0.013532229
TRPC4AP,arch_3,-0.009543087
EDEM2,arch_3,0.02507872
PROCR,arch_3,0.10604614
MMP24OS,arch_3,0.028891306
MMP24,arch_3,0.060865063
EIF6,arch_3,0.023561057
UQCC1,arch_3,0.0070341458
GDF5,arch_3,-0.021665396
CEP250,arch_3,-0.026237587
FO393401.1,arch_3,-0.0036264223
ERGIC3,arch_3,0.0023660196
SPAG4,arch_3,-0.01070079
CPNE1,arch_3,5.8534206e-06
NFS1,arch_3,0.012431035
RBM39,arch_3,0.10446054
PHF20,arch_3,0.17433357
SCAND1,arch_3,0.010727894
CNBD2,arch_3,-0.01030823
NORAD,arch_3,0.1087655
AL035420.1,arch_3,-0.024191957
EPB41L1,arch_3,-0.114338316
AL121895.1,arch_3,-0.018402627
AAR2,arch_3,0.021487145
DLGAP4,arch_3,-0.03718035
DLGAP4-AS1,arch_3,-0.0006311664
MYL9,arch_3,-0.04217849
TGIF2,arch_3,-0.013144509
RAB5IF,arch_3,0.024153134
SLA2,arch_3,-0.01936927
NDRG3,arch_3,-0.035802763
DSN1,arch_3,-0.007558069
SOGA1,arch_3,-0.008785228
TLDC2,arch_3,0.1368616
SAMHD1,arch_3,0.39283705
RBL1,arch_3,-0.019319957
MROH8,arch_3,-0.023060707
RPN2,arch_3,0.06155094
GHRH,arch_3,-0.020593937
MANBAL,arch_3,0.025686648
SRC,arch_3,0.07539006
BLCAP,arch_3,-0.033686813
NNAT,arch_3,-0.004062305
CTNNBL1,arch_3,0.0004520405
TTI1,arch_3,0.013288842
RPRD1B,arch_3,0.024195844
TGM2,arch_3,0.0917961
KIAA1755,arch_3,-0.23795754
AL359555.4,arch_3,-0.06993803
AL359555.1,arch_3,-0.023873791
BPI,arch_3,-0.02897829
LBP,arch_3,-0.007985514
AL391095.2,arch_3,-0.009546262
AL391095.1,arch_3,0.016803889
SNHG17,arch_3,0.036611587
SNHG11,arch_3,-0.010605114
RALGAPB,arch_3,-0.016393576
ACTR5,arch_3,0.008397759
PPP1R16B,arch_3,-0.036226045
DHX35,arch_3,0.0075844885
AL118523.1,arch_3,-0.035393752
MAFB,arch_3,-0.02710357
AL035665.2,arch_3,-0.01328627
TOP1,arch_3,0.053074144
PLCG1-AS1,arch_3,0.009814196
PLCG1,arch_3,0.013097462
ZHX3,arch_3,0.16058818
LPIN3,arch_3,-0.0064292643
EMILIN3,arch_3,-0.040184014
CHD6,arch_3,-0.08212867
AL049812.2,arch_3,-0.020318426
PTPRT,arch_3,-0.12431488
SRSF6,arch_3,0.01713517
L3MBTL1,arch_3,-0.036431503
SGK2,arch_3,-0.033818297
IFT52,arch_3,-0.014285499
MYBL2,arch_3,-0.021272976
TOX2,arch_3,0.057152633
OSER1,arch_3,0.07402277
OSER1-DT,arch_3,0.0083171595
GDAP1L1,arch_3,0.04853244
FITM2,arch_3,0.02263476
R3HDML,arch_3,-0.03889971
AL117382.1,arch_3,-0.046732876
HNF4A,arch_3,-0.016758787
HNF4A-AS1,arch_3,-0.016866399
LINC01620,arch_3,-0.0041642254
TTPAL,arch_3,0.13650122
SERINC3,arch_3,0.11014406
PKIG,arch_3,0.07657926
ADA,arch_3,0.1181864
KCNK15-AS1,arch_3,-0.0064469604
CCN5,arch_3,-0.01964616
KCNK15,arch_3,-0.0060774465
RIMS4,arch_3,-0.016964218
AL008725.1,arch_3,-0.024173206
YWHAB,arch_3,0.06099091
PABPC1L,arch_3,-0.0040934477
TOMM34,arch_3,0.0032055902
STK4,arch_3,0.022924231
SDC4,arch_3,-0.010429947
SYS1,arch_3,0.00857812
TP53TG5,arch_3,-0.005768131
PIGT,arch_3,0.047307517
AL031663.3,arch_3,-0.002916199
WFDC10B,arch_3,-0.010848319
WFDC3,arch_3,-0.011540822
DNTTIP1,arch_3,0.0036242502
TNNC2,arch_3,-0.027157357
SNX21,arch_3,0.05150589
ACOT8,arch_3,0.009126357
ZSWIM3,arch_3,-0.014319332
ZSWIM1,arch_3,-0.009645371
NEURL2,arch_3,-0.022027558
CTSA,arch_3,0.02123351
PLTP,arch_3,0.003056704
AL162458.1,arch_3,-0.0062344894
PCIF1,arch_3,-0.005237871
ZNF335,arch_3,-0.00716716
NCOA5,arch_3,0.030833
CD40,arch_3,0.053113066
CDH22,arch_3,-0.01831294
SLC35C2,arch_3,0.0014689659
AL133227.1,arch_3,-0.014837528
ELMO2,arch_3,-0.028510125
ZNF334,arch_3,-0.019384362
SLC13A3,arch_3,0.003229449
TP53RK,arch_3,0.014391922
SLC2A10,arch_3,-0.04703407
EYA2,arch_3,-0.07547555
ZMYND8,arch_3,-0.026534058
LINC01754,arch_3,-0.017378544
NCOA3,arch_3,0.06513837
SULF2,arch_3,-0.14733896
AL354813.1,arch_3,-0.02172809
PREX1,arch_3,-0.06008246
ARFGEF2,arch_3,0.02707835
CSE1L,arch_3,0.016446048
STAU1,arch_3,0.0042572995
DDX27,arch_3,0.029524641
ZNFX1,arch_3,0.019680211
ZFAS1,arch_3,0.08977687
KCNB1,arch_3,0.0143471155
PTGIS,arch_3,0.040211204
B4GALT5,arch_3,0.068775706
SLC9A8,arch_3,0.034393836
SPATA2,arch_3,-0.009343547
RNF114,arch_3,0.04214698
SNAI1,arch_3,-0.015551056
UBE2V1,arch_3,0.020989215
TMEM189,arch_3,0.031025294
LINC01273,arch_3,-0.02717862
CEBPB-AS1,arch_3,-0.042311355
CEBPB,arch_3,0.2668033
LINC01270,arch_3,-0.0068779704
PTPN1,arch_3,0.03859904
AL133230.1,arch_3,0.00072870316
RIPOR3,arch_3,0.39244813
AL353653.1,arch_3,0.21080703
BCAS4,arch_3,-0.005034214
ADNP,arch_3,-0.025716789
ADNP-AS1,arch_3,0.011882839
DPM1,arch_3,0.020354563
MOCS3,arch_3,-0.009235765
KCNG1,arch_3,-0.015485115
NFATC2,arch_3,-0.013968717
ATP9A,arch_3,-0.08244728
SALL4,arch_3,-0.021881636
LINC01429,arch_3,-0.023418082
ZFP64,arch_3,-0.067077234
AL109984.1,arch_3,-0.02644948
LINC01524,arch_3,-0.019139033
TSHZ2,arch_3,-0.21287629
AL391097.3,arch_3,-0.020706274
AL391097.1,arch_3,-0.01184722
AL391097.2,arch_3,-0.01438054
AL109930.1,arch_3,-0.025369072
AL354993.2,arch_3,-0.023906358
AL157838.1,arch_3,0.020217001
ZNF217,arch_3,0.027508277
AC005808.1,arch_3,-0.019960828
AC006076.1,arch_3,-0.015681574
BCAS1,arch_3,-0.016181111
PFDN4,arch_3,-0.0036009643
AL133335.1,arch_3,-0.016899254
DOK5,arch_3,-0.14218968
LINC01440,arch_3,-0.046350043
AL109829.1,arch_3,-0.07451571
CBLN4,arch_3,-0.02638818
FAM210B,arch_3,0.01999407
AURKA,arch_3,-0.01383655
CSTF1,arch_3,0.016249241
CASS4,arch_3,-0.053071972
RTF2,arch_3,0.0070804222
GCNT7,arch_3,0.02408117
FAM209A,arch_3,-0.005727669
FAM209B,arch_3,-0.012141677
LINC01716,arch_3,-0.017166203
TFAP2C,arch_3,-0.013342806
BMP7,arch_3,-0.023031943
RAE1,arch_3,0.022723531
AL109955.1,arch_3,-0.0031646495
ZBP1,arch_3,-0.013189659
PMEPA1,arch_3,-0.11070543
RAB22A,arch_3,0.0010773732
VAPB,arch_3,0.0072808526
APCDD1L,arch_3,-0.08991951
APCDD1L-DT,arch_3,-0.11892698
LINC01711,arch_3,-0.024403306
STX16,arch_3,-0.036419764
NPEPL1,arch_3,-0.015319385
AL132655.2,arch_3,-0.019941436
GNAS-AS1,arch_3,-0.029585557
GNAS,arch_3,-0.0477105
AL121917.1,arch_3,-0.019723063
AL109840.2,arch_3,-0.023061093
NELFCD,arch_3,0.009826951
CTSZ,arch_3,0.005056139
TUBB1,arch_3,-0.003272191
PRELID3B,arch_3,-0.01431614
ZNF831,arch_3,-0.015993915
EDN3,arch_3,-0.02470332
PHACTR3,arch_3,-0.0044088564
SYCP2,arch_3,0.011171768
FAM217B,arch_3,-0.029141873
PPP1R3D,arch_3,0.0136766825
CDH26,arch_3,-0.02299953
MIR646HG,arch_3,0.17155477
CDH4,arch_3,0.0028840755
TAF4,arch_3,-0.0005879267
AL137077.2,arch_3,-0.021320874
LSM14B,arch_3,0.0039411536
PSMA7,arch_3,0.02466753
SS18L1,arch_3,0.012298934
MTG2,arch_3,0.02827854
OSBPL2,arch_3,-0.031791154
ADRM1,arch_3,-0.0057181558
LAMA5,arch_3,-0.030171659
AL121832.2,arch_3,-0.013896866
RPS21,arch_3,0.0067333365
CABLES2,arch_3,-0.017706191
GATA5,arch_3,-0.015464108
SLCO4A1,arch_3,-0.0053512924
NTSR1,arch_3,-0.015767958
MRGBP,arch_3,-0.005687011
OGFR,arch_3,0.019395739
COL9A3,arch_3,-0.020519178
TCFL5,arch_3,-0.013815899
DIDO1,arch_3,0.03526826
GID8,arch_3,0.008097693
SLC17A9,arch_3,-0.0050564012
HAR1B,arch_3,-0.017563747
YTHDF1,arch_3,0.016335296
NKAIN4,arch_3,-0.019694654
ARFGAP1,arch_3,-0.018667385
KCNQ2,arch_3,-0.019853761
PPDPF,arch_3,-0.011660322
PTK6,arch_3,-0.021738965
HELZ2,arch_3,-0.041206438
GMEB2,arch_3,0.0056766244
MHENCR,arch_3,-0.008280327
STMN3,arch_3,-0.042264502
RTEL1,arch_3,-0.0029016933
TNFRSF6B,arch_3,-0.021823155
ARFRP1,arch_3,0.0011255534
ZGPAT,arch_3,0.012077512
LIME1,arch_3,-0.01781786
SLC2A4RG,arch_3,-0.03704945
ZBTB46,arch_3,-0.14790995
AL121845.1,arch_3,-0.025143476
ZBTB46-AS1,arch_3,-0.031254634
AL118506.1,arch_3,-0.018522521
TPD52L2,arch_3,0.03463369
DNAJC5,arch_3,-0.0028002514
UCKL1,arch_3,-0.018276397
UCKL1-AS1,arch_3,-0.011263658
ZNF512B,arch_3,-0.018930227
PRPF6,arch_3,-0.009236939
C20orf204,arch_3,-0.028043367
TCEA2,arch_3,-0.033652727
RGS19,arch_3,-0.016159413
MYT1,arch_3,-0.017977811
PCMTD2,arch_3,-0.045430638
LINC00266-1,arch_3,-0.017242864
FP565260.3,arch_3,-0.021659743
GATD3B,arch_3,-0.009947593
FP565260.1,arch_3,-0.01340645
FP565260.6,arch_3,-0.018302407
AC079801.1,arch_3,-0.021519696
CU633967.1,arch_3,-0.008647534
SIK1B,arch_3,-0.0132210385
U2AF1L5,arch_3,-0.006627685
FP475955.1,arch_3,-0.014792784
SMIM11B,arch_3,-0.022381632
SMIM34B,arch_3,-0.013444671
FP671120.4,arch_3,0.11589722
FP236383.3,arch_3,0.1683264
CR381670.2,arch_3,-0.012489881
CR381653.1,arch_3,-0.02818363
CR382287.2,arch_3,-0.041800518
TPTE,arch_3,-0.028211964
AP001347.1,arch_3,-0.085115716
LIPI,arch_3,-0.0006824251
RBM11,arch_3,-0.0028078416
HSPA13,arch_3,0.042947996
SAMSN1,arch_3,-0.015623122
AF127936.2,arch_3,-0.01124439
LINC02246,arch_3,0.03645952
AF127577.3,arch_3,-0.008711182
NRIP1,arch_3,0.027648972
AF127577.1,arch_3,-0.009375131
AF127577.2,arch_3,0.04332521
AJ009632.2,arch_3,-0.021153023
USP25,arch_3,0.04151899
MIR99AHG,arch_3,-0.19208431
AP001172.1,arch_3,-0.004737641
AP001172.2,arch_3,-0.018806947
AP000962.3,arch_3,-0.016008103
AP000962.1,arch_3,0.04097697
AF130359.1,arch_3,0.01742344
AF212831.1,arch_3,-0.0071885576
BTG3,arch_3,0.08671381
BTG3-AS1,arch_3,-0.008506416
C21orf91-OT1,arch_3,-0.0042593176
C21orf91,arch_3,0.027504947
AL109761.1,arch_3,0.014891708
CHODL-AS1,arch_3,-0.018688561
CHODL,arch_3,-0.058078904
AF130417.1,arch_3,-0.03552928
TMPRSS15,arch_3,-0.0158024
MIR548XHG,arch_3,-0.020489177
LINC00320,arch_3,-0.021282934
NCAM2,arch_3,0.22622298
AP001136.1,arch_3,-0.00669628
AP000561.1,arch_3,-0.023515547
LINC01684,arch_3,-0.04438354
LINC01692,arch_3,-0.016659461
AP000146.1,arch_3,-0.016217008
AP001341.1,arch_3,-0.018354993
LINC00158,arch_3,-0.018962458
MIR155HG,arch_3,-0.0138920555
MRPL39,arch_3,-0.0033494546
JAM2,arch_3,-0.0741886
AP000224.1,arch_3,-0.018238168
ATP5PF,arch_3,0.012579003
GABPA,arch_3,-0.005557221
APP,arch_3,-0.004991251
AP001442.1,arch_3,0.040502515
AP001439.1,arch_3,0.031803977
CYYR1-AS1,arch_3,-0.02056892
CYYR1,arch_3,-0.031137215
ADAMTS1,arch_3,0.1437266
AP001599.1,arch_3,0.2661293
ADAMTS5,arch_3,0.40375796
AP001605.1,arch_3,0.010850284
AP001604.1,arch_3,-0.010480545
LINC01673,arch_3,-0.011281711
LINC00113,arch_3,-0.0073861503
AJ006995.1,arch_3,0.009720356
LINC00314,arch_3,-0.013276036
LINC01697,arch_3,-0.16533192
LINC01695,arch_3,0.08979116
AF165147.1,arch_3,0.35750404
N6AMT1,arch_3,-0.00062929135
LTN1,arch_3,0.00883184
RWDD2B,arch_3,0.0022257594
USP16,arch_3,0.01270473
CCT8,arch_3,0.048437532
AF129075.3,arch_3,0.0025327364
MAP3K7CL,arch_3,-0.06561853
BACH1,arch_3,0.123215966
BACH1-AS1,arch_3,0.01859423
GRIK1,arch_3,0.09379815
GRIK1-AS1,arch_3,-0.00992907
TIAM1,arch_3,-0.0046529802
AP000253.1,arch_3,-0.015856374
SOD1,arch_3,0.02028792
AP000254.2,arch_3,-0.008990943
SCAF4,arch_3,0.029970527
HUNK,arch_3,-0.04540908
LINC00159,arch_3,-0.031574734
MIS18A,arch_3,-0.015312291
MIS18A-AS1,arch_3,-0.014617797
MRAP,arch_3,0.04739584
AP000266.1,arch_3,-0.01342134
URB1,arch_3,0.05668776
URB1-AS1,arch_3,-0.012686448
EVA1C,arch_3,0.03311047
TCP10L,arch_3,-0.032980215
CFAP298,arch_3,-0.016652962
SYNJ1,arch_3,-0.026404433
PAXBP1-AS1,arch_3,0.021231612
PAXBP1,arch_3,0.015158352
C21orf62-AS1,arch_3,-0.10149453
C21orf62,arch_3,-0.02976139
AP000281.2,arch_3,-0.020148005
AP000282.1,arch_3,-0.026851228
IFNAR2,arch_3,-0.07301144
IL10RB-DT,arch_3,-0.017181115
IL10RB,arch_3,-0.0064669815
IFNAR1,arch_3,0.0011566477
IFNGR2,arch_3,0.021235345
TMEM50B,arch_3,0.00073052006
DNAJC28,arch_3,-0.02468216
GART,arch_3,0.07794792
SON,arch_3,0.034900688
DONSON,arch_3,0.013585333
CRYZL1,arch_3,-0.015158921
ITSN1,arch_3,0.01182417
ATP5PO,arch_3,-0.01139872
LINC00649,arch_3,-0.040003993
MRPS6,arch_3,-0.0769162
LINC00310,arch_3,-0.049850706
AP000317.1,arch_3,-0.05022623
AP000320.1,arch_3,-0.016729759
KCNE2,arch_3,-0.025397219
SMIM11A,arch_3,-0.018967902
KCNE1,arch_3,-0.020326747
RCAN1,arch_3,-0.03512364
CLIC6,arch_3,-0.062862724
LINC01426,arch_3,-0.080025606
RUNX1,arch_3,-0.24052455
AP000331.1,arch_3,-0.09577725
SETD4,arch_3,0.014799061
AP000688.1,arch_3,0.004696169
CBR1,arch_3,0.027769288
AP000688.3,arch_3,-0.013455387
CBR3-AS1,arch_3,0.024169853
CBR3,arch_3,0.010573421
DOP1B,arch_3,-0.051589407
MORC3,arch_3,-0.041071825
CHAF1B,arch_3,0.0032672645
AP000695.1,arch_3,-0.0063391468
AP000695.2,arch_3,-0.0168164
CLDN14,arch_3,0.0022056126
SIM2,arch_3,-0.016346373
HLCS,arch_3,0.030082034
AP000704.1,arch_3,-0.011378373
PIGP,arch_3,-0.0053013423
TTC3,arch_3,-0.24421285
TTC3-AS1,arch_3,-0.020058127
DSCR9,arch_3,-0.018569406
AP001432.1,arch_3,0.012704571
VPS26C,arch_3,0.020039367
AP001412.1,arch_3,-0.01393356
AP001437.2,arch_3,-0.007462897
DYRK1A,arch_3,0.05858945
KCNJ6,arch_3,-0.0047879172
ERG,arch_3,-0.06722244
AP001037.1,arch_3,-0.024659842
LINC00114,arch_3,-0.022957522
ETS2,arch_3,0.023121195
AP001042.1,arch_3,-0.009730939
AF064858.1,arch_3,-0.045336626
PSMG1,arch_3,0.0182005
BRWD1,arch_3,0.01527074
AF129408.1,arch_3,-0.017140312
BRWD1-AS2,arch_3,-0.016067106
BRWD1-AS1,arch_3,-0.019262794
HMGN1,arch_3,-0.014787344
GET1,arch_3,-0.03478788
LCA5L,arch_3,-0.012437613
SH3BGR,arch_3,-0.010847043
DSCAM,arch_3,-0.0037149058
BACE2,arch_3,0.018335396
PLAC4,arch_3,0.0066692117
FAM3B,arch_3,-0.011674884
MX2,arch_3,-0.053691704
MX1,arch_3,-0.09174372
AP001610.2,arch_3,-0.028267924
PRDM15,arch_3,-0.0030018769
C2CD2,arch_3,-0.046296235
ZBTB21,arch_3,0.02991468
ZNF295-AS1,arch_3,-0.024156954
ABCG1,arch_3,0.008005054
SLC37A1,arch_3,-0.028122915
PDE9A,arch_3,-0.026384253
AP001628.1,arch_3,0.006433423
WDR4,arch_3,0.029266166
NDUFV3,arch_3,0.015890963
ERVH48-1,arch_3,-0.01550743
PKNOX1,arch_3,-0.001998711
U2AF1,arch_3,0.010626078
AP001631.2,arch_3,-0.029570239
LINC01679,arch_3,-0.022973156
AP001048.1,arch_3,-0.016320255
HSF2BP,arch_3,-0.014125877
RRP1B,arch_3,0.022874653
PDXK,arch_3,-0.036708288
AP001053.1,arch_3,-0.018042559
CSTB,arch_3,0.011029969
RRP1,arch_3,0.0002769507
AATBC,arch_3,-0.020257121
AGPAT3,arch_3,-0.029100481
TRAPPC10,arch_3,-0.011804953
GATD3A,arch_3,0.021047885
LINC01678,arch_3,-0.014107319
AP001056.2,arch_3,0.0060318224
AP001057.1,arch_3,0.05060616
ICOSLG,arch_3,-0.029979642
AP001059.2,arch_3,-0.02524807
PFKL,arch_3,-0.0046675047
CFAP410,arch_3,-0.00580737
AP001062.1,arch_3,-0.0094508985
TRPM2,arch_3,-0.03432225
LRRC3,arch_3,-0.012837443
LINC02575,arch_3,-0.014859706
TSPEAR,arch_3,-0.011478251
TSPEAR-AS1,arch_3,-0.017114054
TSPEAR-AS2,arch_3,-0.01919857
UBE2G2,arch_3,0.057517778
LINC01424,arch_3,-0.017079368
SUMO3,arch_3,0.0147685995
PTTG1IP,arch_3,0.018899381
LINC01547,arch_3,-0.022760054
FAM207A,arch_3,0.016345082
AP001505.1,arch_3,-0.014140872
ADARB1,arch_3,-0.029420538
LINC00334,arch_3,-0.037734482
POFUT2,arch_3,-0.021077989
LINC00205,arch_3,-0.023869898
LINC00315,arch_3,-0.013049066
BX322557.1,arch_3,-0.015957873
BX322562.1,arch_3,-0.016526764
COL18A1,arch_3,-0.048963163
COL18A1-AS2,arch_3,-0.019120382
COL18A1-AS1,arch_3,-0.0022795212
SLC19A1,arch_3,0.010967426
PCBP3,arch_3,0.01041177
AJ011931.2,arch_3,-0.02026689
AJ011932.1,arch_3,-0.013264921
COL6A1,arch_3,0.0102939755
AP001471.1,arch_3,-0.020810869
COL6A2,arch_3,0.037514307
FTCD,arch_3,-0.033094205
SPATC1L,arch_3,-0.037475638
LSS,arch_3,0.026332416
AP001469.1,arch_3,0.0049280454
MCM3AP-AS1,arch_3,0.0287911
MCM3AP,arch_3,0.018944029
YBEY,arch_3,-0.022668345
C21orf58,arch_3,-0.031056438
PCNT,arch_3,-0.01557631
DIP2A,arch_3,-0.039438464
PRMT2,arch_3,-0.14213976
DUXAP8,arch_3,-0.25483224
AP000547.3,arch_3,-0.008359866
ANKRD62P1-PARP4P3,arch_3,0.013066302
GAB4,arch_3,-0.016199872
AC006946.2,arch_3,-0.02533499
AC006946.3,arch_3,-0.021496234
IL17RA,arch_3,0.11214225
LINC01664,arch_3,-0.013213
HDHD5,arch_3,0.060900062
HDHD5-AS1,arch_3,0.0041306475
ADA2,arch_3,0.038632616
CECR3,arch_3,-0.015747178
CECR2,arch_3,0.08366067
AC007666.2,arch_3,0.06969328
SLC25A18,arch_3,0.12800513
AC007666.1,arch_3,0.011686565
ATP6V1E1,arch_3,0.0649478
BCL2L13,arch_3,0.0699695
BID,arch_3,0.0075133555
MICAL3,arch_3,0.080017485
AC016026.2,arch_3,-0.015829682
AC016027.1,arch_3,-0.014212427
PEX26,arch_3,0.03450485
TUBA8,arch_3,0.048724502
AC008079.1,arch_3,0.030790951
USP18,arch_3,-0.016807454
DGCR6,arch_3,-0.014590831
DGCR9,arch_3,-0.009712858
DGCR2,arch_3,0.026343541
ESS2,arch_3,0.0034574491
LINC01311,arch_3,-0.007218241
SLC25A1,arch_3,-0.003882117
CLTCL1,arch_3,0.019107463
AC000085.1,arch_3,-0.015040554
HIRA,arch_3,0.017159503
MRPL40,arch_3,-0.003567486
AC000068.1,arch_3,-0.018203706
UFD1,arch_3,-0.005760188
SEPTIN5,arch_3,-0.029703906
GP1BB,arch_3,-0.034192793
GNB1L,arch_3,-0.019632788
TXNRD2,arch_3,0.0053173853
COMT,arch_3,0.012036819
ARVCF,arch_3,-0.047751512
TANGO2,arch_3,0.0026388194
AC006547.1,arch_3,0.03134136
DGCR8,arch_3,-0.009768951
AC006547.2,arch_3,-0.00068912434
TRMT2A,arch_3,-0.0009695802
RANBP1,arch_3,0.017894233
ZDHHC8,arch_3,0.017895712
DGCR6L,arch_3,-0.020693457
ZNF74,arch_3,-0.03434893
SCARF2,arch_3,-0.022303425
KLHL22,arch_3,-0.064641826
MED15,arch_3,0.0055632656
AC007731.3,arch_3,-0.013986703
PI4KA,arch_3,-0.014225396
SERPIND1,arch_3,0.007399397
SNAP29,arch_3,4.020121e-05
AC007308.1,arch_3,-0.014805613
CRKL,arch_3,0.023337806
LINC01637,arch_3,-0.014669501
LZTR1,arch_3,0.009652298
THAP7,arch_3,0.019284183
THAP7-AS1,arch_3,-0.016155407
P2RX6,arch_3,-0.023471016
AP000550.1,arch_3,0.0031215108
GGT2,arch_3,-0.020968515
HIC2,arch_3,-0.005634886
TMEM191C,arch_3,-0.015244313
UBE2L3,arch_3,0.023115318
YDJC,arch_3,-0.0054459097
CCDC116,arch_3,-0.013336556
SDF2L1,arch_3,0.0010052802
PPIL2,arch_3,-0.013867543
YPEL1,arch_3,-0.029430829
AP000553.8,arch_3,-0.0173588
MAPK1,arch_3,-0.015740965
PPM1F,arch_3,-0.058349174
AC245452.1,arch_3,-0.0060319644
TOP3B,arch_3,-0.0055983583
IGLV10-54,arch_3,-0.020189244
AC245060.6,arch_3,-0.0051910235
AC245060.5,arch_3,-0.051820777
AC245060.2,arch_3,-0.016219603
ZNF280B,arch_3,-0.021739801
PRAME,arch_3,-0.020395981
GGTLC2,arch_3,0.018421385
RSPH14,arch_3,-0.010020767
GNAZ,arch_3,-0.01048813
RAB36,arch_3,-0.014581188
BCR,arch_3,0.050569445
AP000345.2,arch_3,-0.020720737
DRICH1,arch_3,-0.020122638
RGL4,arch_3,0.0073469845
ZNF70,arch_3,-0.0068843486
MMP11,arch_3,-0.021966645
SMARCB1,arch_3,-0.019680923
SLC2A11,arch_3,-0.06483422
AP000350.7,arch_3,-0.01653066
MIF,arch_3,0.018241735
MIF-AS1,arch_3,-0.011719469
AP000350.6,arch_3,0.012569139
GSTT2B,arch_3,-0.009371108
DDTL,arch_3,0.019656343
DDT,arch_3,0.005306139
CABIN1,arch_3,-0.017955564
SUSD2,arch_3,-0.028099045
GGT5,arch_3,0.25631496
SPECC1L,arch_3,-0.015254581
ADORA2A,arch_3,-0.02328148
ADORA2A-AS1,arch_3,-0.01816613
UPB1,arch_3,-0.016477168
GUCD1,arch_3,-0.002728342
SNRPD3,arch_3,-0.013845681
GGT1,arch_3,-0.019126683
LRRC75B,arch_3,-0.024321444
PIWIL3,arch_3,-0.018270971
SGSM1,arch_3,-0.07868336
TMEM211,arch_3,-0.017065398
KIAA1671,arch_3,-0.05942455
AL022323.3,arch_3,-0.018683475
AL022323.2,arch_3,-0.016484423
AL022323.4,arch_3,-0.01765521
AL022323.1,arch_3,-0.014905602
CRYBB3,arch_3,-0.017460926
CRYBB2,arch_3,-0.015945634
LRP5L,arch_3,-0.007149206
AL008721.2,arch_3,-0.017024565
AL022329.1,arch_3,-0.015889268
GRK3,arch_3,-0.06164887
Z98949.3,arch_3,-0.026138136
SEZ6L,arch_3,-0.23397885
AL080273.1,arch_3,-0.048887298
ASPHD2,arch_3,-0.018305406
HPS4,arch_3,-0.036081817
SRRD,arch_3,-0.011912741
TFIP11,arch_3,0.015281855
Z95115.1,arch_3,-0.014618634
TPST2,arch_3,-0.014516764
MIATNB,arch_3,-0.027272243
LINC01422,arch_3,-0.046002917
LINC01638,arch_3,-0.03314163
AL121885.2,arch_3,-0.018765908
MN1,arch_3,-0.13709542
PITPNB,arch_3,0.07510539
TTC28-AS1,arch_3,0.024816502
TTC28,arch_3,-0.036182895
CHEK2,arch_3,0.0023215686
HSCB,arch_3,0.014672259
CCDC117,arch_3,0.022894878
XBP1,arch_3,0.10860594
Z93930.2,arch_3,-0.017674731
ZNRF3,arch_3,0.07378163
ZNRF3-AS1,arch_3,-0.0016922241
KREMEN1,arch_3,0.0093915835
AL021393.1,arch_3,0.033224203
EMID1,arch_3,-0.039525826
RHBDD3,arch_3,0.025024867
AL031186.1,arch_3,-0.016727401
EWSR1,arch_3,0.05339538
GAS2L1,arch_3,-0.03485796
